gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000004897.16	chr3_87914237_87914472_+	chr3	87914237	87914472	+	264
ENSMUSG00000004897.16	chr3_87914690_87914901_+	chr3	87914690	87914901	+	126
ENSMUSG00000019710.13	chr3_87922226_87922387_+	chr3	87922226	87922387	+	272
ENSMUSG00000019710.13	chr3_87922491_87922934_+	chr3	87922491	87922934	+	293
ENSMUSG00000019710.13	chr3_87923065_87923209_+	chr3	87923065	87923209	+	335
ENSMUSG00000001416.13	chr3_88305130_88309160_+	chr3	88305130	88309160	+	612
ENSMUSG00000001416.13	chr3_88313374_88313555_+	chr3	88313374	88313555	+	991
ENSMUSG00000001416.13	chr3_88313637_88318345_+	chr3	88313637	88318345	+	1004
ENSMUSG00000001416.13	chr3_88320705_88321013_+	chr3	88320705	88321013	+	901
ENSMUSG00000001416.13	chr3_88321145_88321443_+	chr3	88321145	88321443	+	545
ENSMUSG00000001416.13	chr3_88297266_88299341_+	chr3	88297266	88299341	+	289
ENSMUSG00000001416.13	chr3_88299403_88300799_+	chr3	88299403	88300799	+	217
ENSMUSG00000001416.13	chr3_88300850_88300928_+	chr3	88300850	88300928	+	220
ENSMUSG00000001416.13	chr3_88300991_88302767_+	chr3	88300991	88302767	+	192
ENSMUSG00000001416.13	chr3_88302864_88305012_+	chr3	88302864	88305012	+	376
ENSMUSG00000001416.13	chr3_88309347_88311672_+	chr3	88309347	88311672	+	694
ENSMUSG00000001416.13	chr3_88311822_88313241_+	chr3	88311822	88313241	+	569
ENSMUSG00000001416.13	chr3_88318526_88320459_+	chr3	88318526	88320459	+	912
ENSMUSG00000001418.13	chr3_88326629_88327856_+	chr3	88326629	88327856	+	282
ENSMUSG00000001418.13	chr3_88328113_88328202_+	chr3	88328113	88328202	+	172
ENSMUSG00000068921.14	chr3_88923913_88925293_-	chr3	88925293	88923913	-	293
ENSMUSG00000068921.14	chr3_88925411_88926271_-	chr3	88926271	88925411	-	389
ENSMUSG00000068921.14	chr3_88926361_88927010_-	chr3	88927010	88926361	-	287
ENSMUSG00000068921.14	chr3_88927070_88928208_-	chr3	88928208	88927070	-	281
ENSMUSG00000068921.14	chr3_88928527_88929395_-	chr3	88929395	88928527	-	352
ENSMUSG00000068921.14	chr3_88929526_88930475_-	chr3	88930475	88929526	-	460
ENSMUSG00000068921.14	chr3_88930568_88930911_-	chr3	88930911	88930568	-	230
ENSMUSG00000068921.14	chr3_88931020_88933564_-	chr3	88933564	88931020	-	354
ENSMUSG00000068921.14	chr3_88933666_88936148_-	chr3	88936148	88933666	-	347
ENSMUSG00000068921.14	chr3_88936253_88942774_-	chr3	88942774	88936253	-	254
ENSMUSG00000068921.14	chr3_88942828_88949867_-	chr3	88949867	88942828	-	273
ENSMUSG00000028049.15	chr3_89179223_89179316_+	chr3	89179223	89179316	+	428
ENSMUSG00000028049.15	chr3_89179437_89180251_+	chr3	89179437	89180251	+	248
ENSMUSG00000028049.15	chr3_89180380_89180728_+	chr3	89180380	89180728	+	243
ENSMUSG00000028049.15	chr3_89182043_89182298_+	chr3	89182043	89182298	+	208
ENSMUSG00000015749.12	chr3_95929650_95933908_+	chr3	95929650	95933908	+	415
ENSMUSG00000015749.12	chr3_95934058_95934775_+	chr3	95934058	95934775	+	353
ENSMUSG00000015749.12	chr3_95937195_95937881_+	chr3	95937195	95937881	+	393
ENSMUSG00000015749.12	chr3_95938039_95944306_+	chr3	95938039	95944306	+	265
ENSMUSG00000015749.12	chr3_95944361_95945179_+	chr3	95944361	95945179	+	413
ENSMUSG00000038393.14	chr3_96558964_96559069_+	chr3	96558964	96559069	+	211
ENSMUSG00000038393.14	chr3_96559217_96559332_+	chr3	96559217	96559332	+	178
ENSMUSG00000038393.14	chr3_96559435_96559588_+	chr3	96559435	96559588	+	257
ENSMUSG00000038393.14	chr3_96560094_96560207_+	chr3	96560094	96560207	+	381
ENSMUSG00000038393.14	chr3_96560359_96560478_+	chr3	96560359	96560478	+	494
ENSMUSG00000033161.10	chr3_101579095_101579520_-	chr3	101579520	101579095	-	505
ENSMUSG00000033161.10	chr3_101589965_101590446_-	chr3	101590446	101589965	-	116
ENSMUSG00000033161.10	chr3_101591238_101591339_-	chr3	101591339	101591238	-	73
ENSMUSG00000033161.10	chr3_101576584_101576918_-	chr3	101576918	101576584	-	624
ENSMUSG00000033161.10	chr3_101577010_101578993_-	chr3	101578993	101577010	-	476
ENSMUSG00000033161.10	chr3_101579651_101579773_-	chr3	101579773	101579651	-	432
ENSMUSG00000033161.10	chr3_101579919_101581146_-	chr3	101581146	101579919	-	478
ENSMUSG00000033161.10	chr3_101583881_101584722_-	chr3	101584722	101583881	-	155
ENSMUSG00000033161.10	chr3_101584898_101586126_-	chr3	101586126	101584898	-	106
ENSMUSG00000028034.15	chr3_152210700_152213976_+	chr3	152210700	152213976	+	46
ENSMUSG00000028034.15	chr3_152218047_152218212_+	chr3	152218047	152218212	+	105
ENSMUSG00000028034.15	chr3_152218270_152219683_+	chr3	152218270	152219683	+	100
ENSMUSG00000028034.15	chr3_152219846_152219932_+	chr3	152219846	152219932	+	121
ENSMUSG00000028034.15	chr3_152220031_152220135_+	chr3	152220031	152220135	+	118
ENSMUSG00000028034.15	chr3_152220237_152220464_+	chr3	152220237	152220464	+	144
ENSMUSG00000028034.15	chr3_152220786_152221266_+	chr3	152220786	152221266	+	142
ENSMUSG00000028034.15	chr3_152222980_152223285_+	chr3	152222980	152223285	+	60
ENSMUSG00000028034.15	chr3_152223365_152226079_+	chr3	152223365	152226079	+	78
ENSMUSG00000028416.12	chr4_40936676_40937131_-	chr4	40937131	40936676	-	516
ENSMUSG00000028416.12	chr4_40937194_40939076_-	chr4	40939076	40937194	-	498
ENSMUSG00000028416.12	chr4_40939184_40941524_-	chr4	40941524	40939184	-	519
ENSMUSG00000028416.12	chr4_40941638_40943624_-	chr4	40943624	40941638	-	380
ENSMUSG00000028416.12	chr4_40943707_40946168_-	chr4	40946168	40943707	-	504
ENSMUSG00000028416.12	chr4_40946297_40947721_-	chr4	40947721	40946297	-	356
ENSMUSG00000028419.5	chr4_40948676_40949453_+	chr4	40948676	40949453	+	96
ENSMUSG00000028419.5	chr4_40949558_40950513_+	chr4	40949558	40950513	+	208
ENSMUSG00000028419.5	chr4_40950560_40952367_+	chr4	40950560	40952367	+	139
ENSMUSG00000028419.5	chr4_40952461_40952981_+	chr4	40952461	40952981	+	340
ENSMUSG00000028419.5	chr4_40953053_40958889_+	chr4	40953053	40958889	+	375
ENSMUSG00000028419.5	chr4_40958998_40960858_+	chr4	40958998	40960858	+	191
ENSMUSG00000028466.15	chr4_43566378_43566468_+	chr4	43566378	43566468	+	82
ENSMUSG00000028333.10	chr4_46451349_46460089_+	chr4	46451349	46460089	+	568
ENSMUSG00000028333.10	chr4_46460239_46463806_+	chr4	46460239	46463806	+	659
ENSMUSG00000028333.10	chr4_46463929_46468558_+	chr4	46463929	46468558	+	658
ENSMUSG00000028333.10	chr4_46468787_46469882_+	chr4	46468787	46469882	+	494
ENSMUSG00000028333.10	chr4_46470007_46471397_+	chr4	46470007	46471397	+	189
ENSMUSG00000028333.10	chr4_46471467_46472086_+	chr4	46471467	46472086	+	128
ENSMUSG00000028530.14	chr4_101189202_101191474_-	chr4	101191474	101189202	-	187
ENSMUSG00000028530.14	chr4_101191673_101193782_-	chr4	101193782	101191673	-	163
ENSMUSG00000028530.14	chr4_101179794_101181779_-	chr4	101181779	101179794	-	135
ENSMUSG00000028530.14	chr4_101193863_101265041_-	chr4	101265041	101193863	-	110
ENSMUSG00000028656.14	chr4_122869771_122871396_-	chr4	122871396	122869771	-	33
ENSMUSG00000028656.14	chr4_122871497_122872331_-	chr4	122872331	122871497	-	64
ENSMUSG00000028902.4	chr4_124714990_124715268_+	chr4	124714990	124715268	+	166
ENSMUSG00000028902.4	chr4_124724826_124725074_+	chr4	124724826	124725074	+	349
ENSMUSG00000028902.4	chr4_124725182_124726978_+	chr4	124725182	124726978	+	289
ENSMUSG00000028902.4	chr4_124727048_124728073_+	chr4	124727048	124728073	+	220
ENSMUSG00000028902.4	chr4_124728238_124728318_+	chr4	124728238	124728318	+	326
ENSMUSG00000028902.4	chr4_124728429_124729458_+	chr4	124728429	124729458	+	343
ENSMUSG00000028902.4	chr4_124729549_124731370_+	chr4	124729549	124731370	+	171
ENSMUSG00000028902.4	chr4_124731426_124732187_+	chr4	124731426	124732187	+	229
ENSMUSG00000028861.13	chr4_126047199_126047433_+	chr4	126047199	126047433	+	267
ENSMUSG00000028861.13	chr4_126047478_126048634_+	chr4	126047478	126048634	+	225
ENSMUSG00000028861.13	chr4_126048713_126050479_+	chr4	126048713	126050479	+	124
ENSMUSG00000028861.13	chr4_126050528_126051324_+	chr4	126050528	126051324	+	150
ENSMUSG00000028861.13	chr4_126051409_126053499_+	chr4	126051409	126053499	+	214
ENSMUSG00000028861.13	chr4_126053558_126054960_+	chr4	126053558	126054960	+	261
ENSMUSG00000028800.15	chr4_129516636_129516899_-	chr4	129516899	129516636	-	101
ENSMUSG00000028800.15	chr4_129516948_129517355_-	chr4	129517355	129516948	-	111
ENSMUSG00000028800.15	chr4_129517508_129517792_-	chr4	129517792	129517508	-	448
ENSMUSG00000028800.15	chr4_129517923_129518012_-	chr4	129518012	129517923	-	417
ENSMUSG00000028800.15	chr4_129518121_129518830_-	chr4	129518830	129518121	-	517
ENSMUSG00000028800.15	chr4_129518971_129519051_-	chr4	129519051	129518971	-	432
ENSMUSG00000028800.15	chr4_129519160_129521417_-	chr4	129521417	129519160	-	471
ENSMUSG00000028800.15	chr4_129521510_129522362_-	chr4	129522362	129521510	-	507
ENSMUSG00000028800.15	chr4_129522504_129522962_-	chr4	129522962	129522504	-	375
ENSMUSG00000028800.15	chr4_129523101_129524245_-	chr4	129524245	129523101	-	341
ENSMUSG00000028800.15	chr4_129524320_129528926_-	chr4	129528926	129524320	-	325
ENSMUSG00000028800.15	chr4_129529044_129534613_-	chr4	129534613	129529044	-	218
ENSMUSG00000028800.15	chr4_129534726_129542580_-	chr4	129542580	129534726	-	286
ENSMUSG00000000409.14	chr4_129549000_129551504_-	chr4	129551504	129549000	-	670
ENSMUSG00000000409.14	chr4_129551636_129551716_-	chr4	129551716	129551636	-	613
ENSMUSG00000000409.14	chr4_129552024_129555538_-	chr4	129555538	129552024	-	519
ENSMUSG00000000409.14	chr4_129557707_129558080_-	chr4	129558080	129557707	-	312
ENSMUSG00000028790.13	chr4_129720853_129722644_-	chr4	129722644	129720853	-	106
ENSMUSG00000074088.6	chr4_130360349_130362627_+	chr4	130360349	130362627	+	55
ENSMUSG00000074088.6	chr4_130362757_130365074_+	chr4	130362757	130365074	+	293
ENSMUSG00000074088.6	chr4_130365168_130368188_+	chr4	130365168	130368188	+	400
ENSMUSG00000074088.6	chr4_130368354_130378045_+	chr4	130368354	130378045	+	240
ENSMUSG00000074088.6	chr4_130378168_130383393_+	chr4	130378168	130383393	+	468
ENSMUSG00000074088.6	chr4_130383514_130384481_+	chr4	130383514	130384481	+	349
ENSMUSG00000074088.6	chr4_130384564_130385953_+	chr4	130384564	130385953	+	240
ENSMUSG00000074088.6	chr4_130386015_130388574_+	chr4	130386015	130388574	+	181
ENSMUSG00000074088.6	chr4_130388678_130389543_+	chr4	130388678	130389543	+	249
ENSMUSG00000054405.14	chr4_132535663_132538186_+	chr4	132535663	132538186	+	311
ENSMUSG00000054405.14	chr4_132538288_132541781_+	chr4	132538288	132541781	+	209
ENSMUSG00000054405.14	chr4_132541838_132544055_+	chr4	132541838	132544055	+	224
ENSMUSG00000054405.14	chr4_132544122_132544656_+	chr4	132544122	132544656	+	350
ENSMUSG00000054405.14	chr4_132544751_132546636_+	chr4	132544751	132546636	+	325
ENSMUSG00000028832.11	chr4_134470175_134470666_+	chr4	134470175	134470666	+	1768
ENSMUSG00000028832.11	chr4_134470839_134472803_+	chr4	134470839	134472803	+	924
ENSMUSG00000028832.11	chr4_134472995_134473331_+	chr4	134472995	134473331	+	1247
ENSMUSG00000028675.12	chr4_135872454_135872894_-	chr4	135872894	135872454	-	187
ENSMUSG00000040945.13	chr4_140716032_140717019_+	chr4	140716032	140717019	+	154
ENSMUSG00000028923.14	chr4_141075060_141078212_-	chr4	141078212	141075060	-	46
ENSMUSG00000028990.13	chr4_149485999_149486751_+	chr4	149485999	149486751	+	58
ENSMUSG00000023286.16	chr4_155951512_155955233_+	chr4	155951512	155955233	+	461
ENSMUSG00000029014.14	chr5_21770550_21773777_-	chr5	21773777	21770550	-	75
ENSMUSG00000029014.14	chr5_21773858_21774933_-	chr5	21774933	21773858	-	120
ENSMUSG00000029014.14	chr5_21775075_21776716_-	chr5	21776716	21775075	-	127
ENSMUSG00000029014.14	chr5_21781396_21783046_-	chr5	21783046	21781396	-	156
ENSMUSG00000029014.14	chr5_21783237_21784988_-	chr5	21784988	21783237	-	129
ENSMUSG00000029014.14	chr5_21768737_21770484_-	chr5	21770484	21768737	-	88
ENSMUSG00000028959.14	chr5_24441261_24441335_-	chr5	24441335	24441261	-	214
ENSMUSG00000028959.14	chr5_24441823_24441923_-	chr5	24441923	24441823	-	256
ENSMUSG00000028959.14	chr5_24441450_24441527_-	chr5	24441527	24441450	-	318
ENSMUSG00000028959.14	chr5_24441663_24441731_-	chr5	24441731	24441663	-	307
ENSMUSG00000028959.14	chr5_24442395_24443003_-	chr5	24443003	24442395	-	288
ENSMUSG00000028959.14	chr5_24444305_24445065_-	chr5	24445065	24444305	-	141
ENSMUSG00000029147.11	chr5_31203284_31203571_-	chr5	31203571	31203284	-	265
ENSMUSG00000029147.11	chr5_31203674_31204029_-	chr5	31204029	31203674	-	144
ENSMUSG00000029147.11	chr5_31204159_31204452_-	chr5	31204452	31204159	-	296
ENSMUSG00000029147.11	chr5_31204687_31204997_-	chr5	31204997	31204687	-	206
ENSMUSG00000029147.11	chr5_31205129_31206037_-	chr5	31206037	31205129	-	365
ENSMUSG00000029147.11	chr5_31206453_31207562_-	chr5	31207562	31206453	-	96
ENSMUSG00000052139.18	chr5_31698077_31701825_+	chr5	31698077	31701825	+	118
ENSMUSG00000052139.18	chr5_31731043_31785577_+	chr5	31731043	31785577	+	160
ENSMUSG00000052139.18	chr5_31785672_31820477_+	chr5	31785672	31820477	+	121
ENSMUSG00000052139.18	chr5_31820672_31831084_+	chr5	31820672	31831084	+	101
ENSMUSG00000052139.18	chr5_31831159_31901054_+	chr5	31831159	31901054	+	174
ENSMUSG00000052139.18	chr5_31901164_32001360_+	chr5	31901164	32001360	+	138
ENSMUSG00000052139.18	chr5_32001460_32004709_+	chr5	32001460	32004709	+	244
ENSMUSG00000052139.18	chr5_32004780_32007234_+	chr5	32004780	32007234	+	136
ENSMUSG00000052139.18	chr5_32007317_32057510_+	chr5	32007317	32057510	+	107
ENSMUSG00000052139.18	chr5_32057664_32084580_+	chr5	32057664	32084580	+	154
ENSMUSG00000004642.13	chr5_33649847_33651962_-	chr5	33651962	33649847	-	138
ENSMUSG00000004642.13	chr5_33640928_33641900_-	chr5	33641900	33640928	-	172
ENSMUSG00000004642.13	chr5_33641982_33643736_-	chr5	33643736	33641982	-	183
ENSMUSG00000004642.13	chr5_33643886_33645499_-	chr5	33645499	33643886	-	171
ENSMUSG00000004642.13	chr5_33645637_33646009_-	chr5	33646009	33645637	-	98
ENSMUSG00000004642.13	chr5_33646069_33649742_-	chr5	33649742	33646069	-	174
ENSMUSG00000067367.9	chr5_38226003_38227854_+	chr5	38226003	38227854	+	70
ENSMUSG00000067367.9	chr5_38228133_38230560_+	chr5	38228133	38230560	+	47
ENSMUSG00000005103.12	chr5_38527912_38529524_-	chr5	38529524	38527912	-	504
ENSMUSG00000005103.12	chr5_38530110_38531014_-	chr5	38531014	38530110	-	469
ENSMUSG00000005103.12	chr5_38531125_38533483_-	chr5	38533483	38531125	-	591
ENSMUSG00000005103.12	chr5_38533571_38535183_-	chr5	38535183	38533571	-	617
ENSMUSG00000005103.12	chr5_38535340_38537138_-	chr5	38537138	38535340	-	553
ENSMUSG00000005103.12	chr5_38537226_38540012_-	chr5	38540012	38537226	-	432
ENSMUSG00000005103.12	chr5_38540246_38540503_-	chr5	38540503	38540246	-	280
ENSMUSG00000005103.12	chr5_38545854_38546943_-	chr5	38546943	38545854	-	226
ENSMUSG00000005103.12	chr5_38547091_38551376_-	chr5	38551376	38547091	-	380
ENSMUSG00000005103.12	chr5_38551467_38561079_-	chr5	38561079	38551467	-	333
ENSMUSG00000005103.12	chr5_38561201_38561515_-	chr5	38561515	38561201	-	140
ENSMUSG00000005103.12	chr5_38540584_38540800_-	chr5	38540800	38540584	-	476
ENSMUSG00000005103.12	chr5_38540878_38545673_-	chr5	38545673	38540878	-	274
ENSMUSG00000029178.14	chr5_64822357_64822878_+	chr5	64822357	64822878	+	77
ENSMUSG00000036323.14	chr5_76976518_76978582_+	chr5	76976518	76978582	+	179
ENSMUSG00000036323.14	chr5_76980626_76982234_+	chr5	76980626	76982234	+	230
ENSMUSG00000036323.14	chr5_76982266_76984117_+	chr5	76982266	76984117	+	215
ENSMUSG00000036323.14	chr5_76987998_76989300_+	chr5	76987998	76989300	+	198
ENSMUSG00000036323.14	chr5_76989429_76990272_+	chr5	76989429	76990272	+	148
ENSMUSG00000036323.14	chr5_76992054_76994141_+	chr5	76992054	76994141	+	252
ENSMUSG00000036323.14	chr5_76994237_76994627_+	chr5	76994237	76994627	+	113
ENSMUSG00000036323.14	chr5_76994731_76994835_+	chr5	76994731	76994835	+	134
ENSMUSG00000036323.14	chr5_76994913_76995777_+	chr5	76994913	76995777	+	77
ENSMUSG00000041890.17	chr5_114743880_114745428_-	chr5	114745428	114743880	-	45
ENSMUSG00000041890.17	chr5_114753324_114761572_-	chr5	114761572	114753324	-	59
ENSMUSG00000041890.17	chr5_114764673_114766451_-	chr5	114766451	114764673	-	51
ENSMUSG00000041890.17	chr5_114766557_114767095_-	chr5	114767095	114766557	-	86
ENSMUSG00000041890.17	chr5_114767208_114769616_-	chr5	114769616	114767208	-	40
ENSMUSG00000041890.17	chr5_114733381_114733860_-	chr5	114733860	114733381	-	86
ENSMUSG00000041890.17	chr5_114745571_114748183_-	chr5	114748183	114745571	-	80
ENSMUSG00000041890.17	chr5_114749634_114752278_-	chr5	114752278	114749634	-	51
ENSMUSG00000041890.17	chr5_114752327_114753278_-	chr5	114753278	114752327	-	68
ENSMUSG00000009013.5	chr5_115298833_115300512_-	chr5	115300512	115298833	-	1048
ENSMUSG00000009013.5	chr5_115300650_115300831_-	chr5	115300831	115300650	-	984
ENSMUSG00000029538.14	chr5_115330658_115332116_+	chr5	115330658	115332116	+	325
ENSMUSG00000029538.14	chr5_115332289_115332575_+	chr5	115332289	115332575	+	325
ENSMUSG00000029538.14	chr5_115327499_115330497_+	chr5	115327499	115330497	+	232
ENSMUSG00000029616.9	chr5_121445572_121447140_-	chr5	121447140	121445572	-	342
ENSMUSG00000029616.9	chr5_121447279_121452190_-	chr5	121452190	121447279	-	335
ENSMUSG00000029472.13	chr5_122791755_122791826_-	chr5	122791826	122791755	-	332
ENSMUSG00000029472.13	chr5_122791934_122793436_-	chr5	122793436	122791934	-	276
ENSMUSG00000029472.13	chr5_122793558_122794416_-	chr5	122794416	122793558	-	247
ENSMUSG00000029472.13	chr5_122794491_122799338_-	chr5	122799338	122794491	-	266
ENSMUSG00000029472.13	chr5_122802219_122802822_-	chr5	122802822	122802219	-	248
ENSMUSG00000029472.13	chr5_122802904_122806244_-	chr5	122806244	122802904	-	296
ENSMUSG00000029472.13	chr5_122806435_122807299_-	chr5	122807299	122806435	-	228
ENSMUSG00000029472.13	chr5_122807401_122814548_-	chr5	122814548	122807401	-	210
ENSMUSG00000029472.13	chr5_122814615_122817820_-	chr5	122817820	122814615	-	264
ENSMUSG00000029472.13	chr5_122818004_122818853_-	chr5	122818853	122818004	-	242
ENSMUSG00000029472.13	chr5_122818963_122819607_-	chr5	122819607	122818963	-	177
ENSMUSG00000029472.13	chr5_122819687_122820979_-	chr5	122820979	122819687	-	134
ENSMUSG00000029472.13	chr5_122788018_122788301_-	chr5	122788301	122788018	-	406
ENSMUSG00000029472.13	chr5_122800632_122802129_-	chr5	122802129	122800632	-	186
ENSMUSG00000029472.13	chr5_122788464_122791607_-	chr5	122791607	122788464	-	412
ENSMUSG00000029472.13	chr5_122799474_122800450_-	chr5	122800450	122799474	-	235
ENSMUSG00000034211.14	chr5_129715549_129715683_+	chr5	129715549	129715683	+	97
ENSMUSG00000034211.14	chr5_129716866_129717915_+	chr5	129716866	129717915	+	110
ENSMUSG00000029705.17	chr5_136360068_136363258_-	chr5	136363258	136360068	-	63
ENSMUSG00000029705.17	chr5_136316047_136319780_-	chr5	136319780	136316047	-	90
ENSMUSG00000029705.17	chr5_136319839_136326749_-	chr5	136326749	136319839	-	81
ENSMUSG00000029705.17	chr5_136332728_136340088_-	chr5	136340088	136332728	-	27
ENSMUSG00000029705.17	chr5_136340137_136360001_-	chr5	136360001	136340137	-	43
ENSMUSG00000004849.14	chr5_137035791_137037417_-	chr5	137037417	137035791	-	207
ENSMUSG00000004849.14	chr5_137037555_137041768_-	chr5	137041768	137037555	-	214
ENSMUSG00000004849.14	chr5_137041877_137043063_-	chr5	137043063	137041877	-	120
ENSMUSG00000004849.14	chr5_137043242_137046007_-	chr5	137046007	137043242	-	169
ENSMUSG00000016503.17	chr5_146948975_146950532_+	chr5	146948975	146950532	+	132
ENSMUSG00000016503.17	chr5_146950633_146951186_+	chr5	146950633	146951186	+	215
ENSMUSG00000016503.17	chr5_146951283_146951873_+	chr5	146951283	146951873	+	104
ENSMUSG00000016503.17	chr5_146951962_146952726_+	chr5	146951962	146952726	+	166
ENSMUSG00000016503.17	chr5_146952800_146953226_+	chr5	146952800	146953226	+	203
ENSMUSG00000016503.17	chr5_146953307_146953847_+	chr5	146953307	146953847	+	188
ENSMUSG00000029552.19	chr6_17099919_17100281_+	chr6	17099919	17100281	+	66
ENSMUSG00000029552.19	chr6_17100440_17104592_+	chr6	17100440	17104592	+	119
ENSMUSG00000001424.14	chr6_28885069_28886413_+	chr6	28885069	28886413	+	101
ENSMUSG00000001642.18	chr6_34304339_34306539_-	chr6	34306539	34304339	-	838
ENSMUSG00000001642.18	chr6_34306622_34308978_-	chr6	34308978	34306622	-	1030
ENSMUSG00000001642.18	chr6_34309062_34309575_-	chr6	34309575	34309062	-	885
ENSMUSG00000001642.18	chr6_34309657_34309960_-	chr6	34309960	34309657	-	1038
ENSMUSG00000001642.18	chr6_34310067_34310512_-	chr6	34310512	34310067	-	1097
ENSMUSG00000001642.18	chr6_34310635_34310924_-	chr6	34310924	34310635	-	849
ENSMUSG00000001642.18	chr6_34311002_34311921_-	chr6	34311921	34311002	-	998
ENSMUSG00000001642.18	chr6_34312038_34312639_-	chr6	34312639	34312038	-	665
ENSMUSG00000001642.18	chr6_34312807_34317339_-	chr6	34317339	34312807	-	790
ENSMUSG00000029686.15	chr6_47454483_47484743_+	chr6	47454483	47484743	+	149
ENSMUSG00000029686.15	chr6_47485044_47495066_+	chr6	47485044	47495066	+	283
ENSMUSG00000029686.15	chr6_47495241_47497220_+	chr6	47495241	47497220	+	122
ENSMUSG00000029777.10	chr6_55038233_55046413_+	chr6	55038233	55046413	+	121
ENSMUSG00000029777.10	chr6_55046515_55048066_+	chr6	55046515	55048066	+	83
ENSMUSG00000029777.10	chr6_55048169_55050319_+	chr6	55048169	55050319	+	91
ENSMUSG00000029777.10	chr6_55050461_55052175_+	chr6	55050461	55052175	+	96
ENSMUSG00000029777.10	chr6_55052264_55053128_+	chr6	55052264	55053128	+	162
ENSMUSG00000029777.10	chr6_55055895_55060908_+	chr6	55055895	55060908	+	69
ENSMUSG00000029777.10	chr6_55061058_55063090_+	chr6	55061058	55063090	+	211
ENSMUSG00000029777.10	chr6_55065612_55068060_+	chr6	55065612	55068060	+	109
ENSMUSG00000029777.10	chr6_55068168_55069340_+	chr6	55068168	55069340	+	99
ENSMUSG00000029777.10	chr6_55069486_55073338_+	chr6	55069486	55073338	+	160
ENSMUSG00000029777.10	chr6_55075491_55076954_+	chr6	55075491	55076954	+	106
ENSMUSG00000029777.10	chr6_55077048_55077582_+	chr6	55077048	55077582	+	99
ENSMUSG00000029777.10	chr6_55077773_55079219_+	chr6	55077773	55079219	+	75
ENSMUSG00000091625.8	chr6_56701289_56702095_-	chr6	56702095	56701289	-	62
ENSMUSG00000091625.8	chr6_56702168_56703005_-	chr6	56703005	56702168	-	30
ENSMUSG00000091625.8	chr6_56703033_56703313_-	chr6	56703313	56703033	-	34
ENSMUSG00000091625.8	chr6_56703409_56704622_-	chr6	56704622	56703409	-	105
ENSMUSG00000014748.13	chr6_83771303_83771446_-	chr6	83771446	83771303	-	265
ENSMUSG00000014748.13	chr6_83771549_83772241_-	chr6	83772241	83771549	-	312
ENSMUSG00000014748.13	chr6_83772309_83773709_-	chr6	83773709	83772309	-	321
ENSMUSG00000014748.13	chr6_83773863_83775017_-	chr6	83775017	83773863	-	420
ENSMUSG00000014748.13	chr6_83775097_83775653_-	chr6	83775653	83775097	-	224
ENSMUSG00000030007.8	chr6_85452127_85459114_+	chr6	85452127	85459114	+	365
ENSMUSG00000030007.8	chr6_85459268_85459941_+	chr6	85459268	85459941	+	423
ENSMUSG00000030007.8	chr6_85460048_85461044_+	chr6	85460048	85461044	+	416
ENSMUSG00000030007.8	chr6_85461170_85461507_+	chr6	85461170	85461507	+	498
ENSMUSG00000030007.8	chr6_85461560_85462025_+	chr6	85461560	85462025	+	504
ENSMUSG00000030007.8	chr6_85462197_85464779_+	chr6	85462197	85464779	+	820
ENSMUSG00000030007.8	chr6_85464944_85465899_+	chr6	85464944	85465899	+	788
ENSMUSG00000030007.8	chr6_85466088_85466623_+	chr6	85466088	85466623	+	872
ENSMUSG00000030007.8	chr6_85466721_85467026_+	chr6	85466721	85467026	+	1177
ENSMUSG00000030007.8	chr6_85467159_85467578_+	chr6	85467159	85467578	+	771
ENSMUSG00000030007.8	chr6_85467785_85468052_+	chr6	85467785	85468052	+	785
ENSMUSG00000030079.15	chr6_88467652_88473076_+	chr6	88467652	88473076	+	106
ENSMUSG00000030079.15	chr6_88473209_88479126_+	chr6	88473209	88479126	+	225
ENSMUSG00000030079.15	chr6_88479278_88482117_+	chr6	88479278	88482117	+	172
ENSMUSG00000030079.15	chr6_88482207_88482962_+	chr6	88482207	88482962	+	225
ENSMUSG00000030079.15	chr6_88483112_88484407_+	chr6	88483112	88484407	+	228
ENSMUSG00000030079.15	chr6_88484471_88485712_+	chr6	88484471	88485712	+	152
ENSMUSG00000030079.15	chr6_88485911_88491515_+	chr6	88485911	88491515	+	202
ENSMUSG00000030079.15	chr6_88491618_88496407_+	chr6	88491618	88496407	+	129
ENSMUSG00000030079.15	chr6_88496499_88497227_+	chr6	88496499	88497227	+	118
ENSMUSG00000042079.13	chr6_117917598_117919098_+	chr6	117917598	117919098	+	670
ENSMUSG00000042079.13	chr6_117919159_117923707_+	chr6	117919159	117923707	+	964
ENSMUSG00000004264.17	chr6_124712563_124712703_+	chr6	124712563	124712703	+	138
ENSMUSG00000004264.17	chr6_124712788_124713061_+	chr6	124712788	124713061	+	128
ENSMUSG00000004264.17	chr6_124715163_124715581_+	chr6	124715163	124715581	+	121
ENSMUSG00000004264.17	chr6_124715659_124715953_+	chr6	124715659	124715953	+	386
ENSMUSG00000030357.10	chr6_128430880_128432421_-	chr6	128432421	128430880	-	673
ENSMUSG00000030357.10	chr6_128432661_128433105_-	chr6	128433105	128432661	-	513
ENSMUSG00000030357.10	chr6_128433291_128433525_-	chr6	128433525	128433291	-	740
ENSMUSG00000030357.10	chr6_128433609_128433702_-	chr6	128433702	128433609	-	697
